institution, ror, repository, count 
"University of Waikato",https://ror.org/013fsnh78,"Newcastle University ePrints (Newcastle Univesity)",2,
"University of Waikato",https://ror.org/013fsnh78,"Apollo (University of Cambridge)",3,
"University of Waikato",https://ror.org/013fsnh78,"The World Bank Open Knowledge Repository (World Bank)",16,
"University of Waikato",https://ror.org/013fsnh78,"University of Groningen research database (University of Groningen / Centre for Information Technology)",6,
"University of Waikato",https://ror.org/013fsnh78,"Digital Commons - University of Nebraska Lincoln (University of Nebraska–Lincoln)",1,
"University of Waikato",https://ror.org/013fsnh78,"North American Electric Reliability Corporation Open Archive (North American Electric Reliability Corporation)",4,
"University of Waikato",https://ror.org/013fsnh78,"Open Access at Essex (University of Essex)",6,
"University of Waikato",https://ror.org/013fsnh78,"Institutional Research Information System University of Turin (University of Turin)",1,
"University of Waikato",https://ror.org/013fsnh78,"DSpace@MIT (Massachusetts Institute of Technology)",6,
"University of Waikato",https://ror.org/013fsnh78,"Digital Commons - USU (Utah State University)",1,
"University of Waikato",https://ror.org/013fsnh78,"Data Archiving and Networked Services (DANS)",12,
"University of Waikato",https://ror.org/013fsnh78,"arXiv (Cornell University)",65,
"University of Waikato",https://ror.org/013fsnh78,"Tuwhera (Auckland University of Technology)",15,
"University of Waikato",https://ror.org/013fsnh78,"WestminsterResearch (University of Westminster)",2,
"University of Waikato",https://ror.org/013fsnh78,"Durham Research Online (Durham University)",32,
"University of Waikato",https://ror.org/013fsnh78,"PubMed Central",44,
"University of Waikato",https://ror.org/013fsnh78,"ePrints Soton (University of Southampton)",5,
"University of Waikato",https://ror.org/013fsnh78,"ResearchOnline - JCU (James Cook University)",8,
"University of Waikato",https://ror.org/013fsnh78,"Stirling Online Research Repository (University of Stirling)",3,
"University of Waikato",https://ror.org/013fsnh78,"Lancaster EPrints (Lancaster University)",9,
"University of Waikato",https://ror.org/013fsnh78,"BORIS (University Library Bern)",2,
"University of Waikato",https://ror.org/013fsnh78,"Griffith Research Online (Griffith University)",16,
"University of Waikato",https://ror.org/013fsnh78,"Helmholtz-Zentrum für Polar-und Meeresforschung (Alfred-Wegener-Institut)",5,
"University of Waikato",https://ror.org/013fsnh78,"Research Portal (Queen's University Belfast)",11,
"University of Waikato",https://ror.org/013fsnh78,"Lincoln Repository (University of Lincoln)",6,
"University of Waikato",https://ror.org/013fsnh78,"Carolina Digital Repository (University of North Carolina at Chapel Hill)",1,
"University of Waikato",https://ror.org/013fsnh78,"Lirias (KU Leuven)",14,
"University of Waikato",https://ror.org/013fsnh78,"University of Lisbon Repository (University of Lisbon)",1,
"University of Waikato",https://ror.org/013fsnh78,"ANU Open Research (Australian National University)",9,
"University of Waikato",https://ror.org/013fsnh78,"Portuguese National Funding Agency for Science, Research and Technology (RCAAP Project by FCT)",8,
"University of Waikato",https://ror.org/013fsnh78,"Griffith Research Online (Griffith University, Queensland, Australia)",15,
"University of Waikato",https://ror.org/013fsnh78,"Digital Commons - Butler University (Butler University)",1,
"University of Waikato",https://ror.org/013fsnh78,"OAR@UM (University of Malta)",1,
"University of Waikato",https://ror.org/013fsnh78,"CINECA IRIS Institutional Research Information System (University of Basilicata)",1,
"University of Waikato",https://ror.org/013fsnh78,"Intellectum (Universidad de La Sabana)",1,
"University of Waikato",https://ror.org/013fsnh78,"Virginia Tech Works (Virginia Tech)",1,
"University of Waikato",https://ror.org/013fsnh78,"Dublin City University Open Access Institutional Repository (Dublin City University)",33,
"University of Waikato",https://ror.org/013fsnh78,"e-Archivo (Carlos III University of Madrid)",2,
"University of Waikato",https://ror.org/013fsnh78,"PEARL (University of Plymouth)",1,
"University of Waikato",https://ror.org/013fsnh78,"King Abdullah University of Science and Technology Repository (King Abdullah University of Science and Technology)",4,
"University of Waikato",https://ror.org/013fsnh78,"Padua Research Archive (University of Padova)",1,
"University of Waikato",https://ror.org/013fsnh78,"Nottingham Trent University's Institutional Repository (Nottingham Trent Repository)",4,
"University of Waikato",https://ror.org/013fsnh78,"Zürcher Hochschule für Angewandte Wissenschaften digital collection (Zurich University of Applied Sciences)",2,
"University of Waikato",https://ror.org/013fsnh78,"bioRxiv (Cold Spring Harbor Laboratory)",47,
"University of Waikato",https://ror.org/013fsnh78,"Bristol Research (University of Bristol)",4,
"University of Waikato",https://ror.org/013fsnh78,"OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information)",3,
"University of Waikato",https://ror.org/013fsnh78,"UCL Discovery (University College London)",10,
"University of Waikato",https://ror.org/013fsnh78,"Digital Commons - Lingnan (Lingnan University)",2,
"University of Waikato",https://ror.org/013fsnh78,"Econstor (Econstor)",22,
"University of Waikato",https://ror.org/013fsnh78,"Spiral (Imperial College London)",1,
"University of Waikato",https://ror.org/013fsnh78,"ScholarsArchive  (Brigham Young University)",4,
"University of Waikato",https://ror.org/013fsnh78,"Portsmouth Research Portal (University of Portsmouth)",2,
"University of Waikato",https://ror.org/013fsnh78,"Research Center for Eco-Environmental Sciences OpenIR (Chinese Academy of Sciences)",1,
"University of Waikato",https://ror.org/013fsnh78,"UWA Profiles and Research Repository (University of Western Australia)",4,
"University of Waikato",https://ror.org/013fsnh78,"INDIGO (University of Illinois at Chicago)",18,
"University of Waikato",https://ror.org/013fsnh78,"KOPS (University of Konstanz)",4,
"University of Waikato",https://ror.org/013fsnh78,"NECTAR - Northampton Electronic Collection of Thesis and Research (University of Northampton)",1,
"University of Waikato",https://ror.org/013fsnh78,"Research Repository UCD (University College Dublin)",1,
"University of Waikato",https://ror.org/013fsnh78,"Electronic scientific archive of UrFU (Ural Federal University)",1,
"University of Waikato",https://ror.org/013fsnh78,"Research Portal (King's College London)",2,
"University of Waikato",https://ror.org/013fsnh78,"Repository of the Academy's Library (Library of the Hungarian Academy of Sciences)",2,
"University of Waikato",https://ror.org/013fsnh78,"RiuNet (Politechnical University of Valencia)",1,
"University of Waikato",https://ror.org/013fsnh78,"Brunel University Research Archive (BURA) (Brunel University London)",2,
"University of Waikato",https://ror.org/013fsnh78,"Edinburgh Research Explorer (University of Edinburgh)",9,
"University of Waikato",https://ror.org/013fsnh78,"Munich Personal RePEc Archive (Munich University)",1,
"University of Waikato",https://ror.org/013fsnh78,"Pure (University of Bath)",5,
"University of Waikato",https://ror.org/013fsnh78,"Bilkent University Institutional Repository (Bilkent University)",6,
"University of Waikato",https://ror.org/013fsnh78,"CERES (Cranfield University)",1,
"University of Waikato",https://ror.org/013fsnh78,"Open Access System for Information Sharing (Pohang University of Science and Technology)",4,
"University of Waikato",https://ror.org/013fsnh78,"Open Research (Auckland University of Technology)",3,
"University of Waikato",https://ror.org/013fsnh78,"Chalmers Research (Chalmers University of Technology)",4,
"University of Waikato",https://ror.org/013fsnh78,"UWA Profiles and Research Repository (UWA)",3,
"University of Waikato",https://ror.org/013fsnh78,"Research Repository (University of Gloucestershire)",4,
"University of Waikato",https://ror.org/013fsnh78,"Open Access Victoria University of Wellington | Te Herenga Waka (Figshare)",6,
"University of Waikato",https://ror.org/013fsnh78,"Institutional Repository University of Antwerp (University of Antwerp)",3,
"University of Waikato",https://ror.org/013fsnh78,"OPAL (Open@LaTrobe) (La Trobe University)",10,
"University of Waikato",https://ror.org/013fsnh78,"Aberdeen University Research Archive (Aberdeen University)",2,
"University of Waikato",https://ror.org/013fsnh78,"St Andrews Research Repository (St Andrews Research Repository)",3,
"University of Waikato",https://ror.org/013fsnh78,"Cronfa (Swansea University)",6,
"University of Waikato",https://ror.org/013fsnh78,"BOA (University of Milano-Bicocca)",1,
"University of Waikato",https://ror.org/013fsnh78,"Munich Personal RePEc Archive (Ludwig Maximilian University of Munich)",5,
"University of Waikato",https://ror.org/013fsnh78,"Aston Publications Explorer (Aston University)",1,
"University of Waikato",https://ror.org/013fsnh78,"Bern Open Repository and Information System (University of Bern)",1,
"University of Waikato",https://ror.org/013fsnh78,"Leeds Beckett Repository (Leeds Beckett University)",13,
"University of Waikato",https://ror.org/013fsnh78,"eSpace (Curtin University)",11,
"University of Waikato",https://ror.org/013fsnh78,"Murdoch Research Repository (Murdoch University)",3,
"University of Waikato",https://ror.org/013fsnh78,"Dialnet (Universidad de la Rioja)",2,
"University of Waikato",https://ror.org/013fsnh78,"Warwick Research Archive Portal (University of Warwick)",2,
"University of Waikato",https://ror.org/013fsnh78,"EngrXiv (OSF Preprints)",2,
"University of Waikato",https://ror.org/013fsnh78,"Open Publications Of UTS Scholars (University of Technology Sydney)",4,
"University of Waikato",https://ror.org/013fsnh78,"Huddersfield Research Portal (University of Huddersfield)",4,
"University of Waikato",https://ror.org/013fsnh78,"Lincoln University Research Archive (Lincoln University)",5,
"University of Waikato",https://ror.org/013fsnh78,"ORCA Online Research @Cardiff (Cardiff University)",12,
"University of Waikato",https://ror.org/013fsnh78,"DIGITAL.CSIC (Spanish National Research Council (CSIC))",2,
"University of Waikato",https://ror.org/013fsnh78,"Loughborough University Research Repository (Loughborough University)",5,
"University of Waikato",https://ror.org/013fsnh78,"SERVAL (Université de Lausanne)",3,
"University of Waikato",https://ror.org/013fsnh78,"Library Union Catalog of Bavaria, Berlin and Brandenburg (B3Kat Repository)",14,
"University of Waikato",https://ror.org/013fsnh78,"AgEcon Search (University of Minnesota, USA)",38,
"University of Waikato",https://ror.org/013fsnh78,"Infoscience (Ecole Polytechnique Fédérale de Lausanne)",1,
"University of Waikato",https://ror.org/013fsnh78,"LSU Digital Commons (Louisiana State University)",1,
"University of Waikato",https://ror.org/013fsnh78,"UPCommons institutional repository (Universitat Politècnica de Catalunya)",4,
"University of Waikato",https://ror.org/013fsnh78,"Marine Institute Open Access Repository (Marine Institute)",1,
"University of Waikato",https://ror.org/013fsnh78,"White Rose Research Online (University of Leeds)",6,
"University of Waikato",https://ror.org/013fsnh78,"Open Access Server of the Woods Hole Scientific Community (Woods Hole Scientific Community)",4,
"University of Waikato",https://ror.org/013fsnh78,"Florence Research (University of Florence)",1,
"University of Waikato",https://ror.org/013fsnh78,"DORA WSL (Swiss Federal Institute for Forest, Snow and Landscape Research)",1,
"University of Waikato",https://ror.org/013fsnh78,"UniSA Research Outputs Repository (University of South Australia)",5,
"University of Waikato",https://ror.org/013fsnh78,"Queen Mary Research Online (Queen Mary University of London)",1,
